horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,late_phase,ability_factor,time,elapsed_time,progress
5,クロワデュノール,3,先行,94.022,3,2.22,1.63,84.154,89.408,0.0,0.0,6.171,6.171,0.0435
2,ミュージアムマイル,1,先行,93.672,4,0.0,1.98,73.195,82.272,0.0,0.0,6.171,6.171,0.0435
17,レガレイラ,8,先行,93.322,5,7.0,2.33,68.507,79.338,0.0,0.0,6.171,6.171,0.0435
9,コスモキュランダ,5,先行,92.956,6,4.22,2.697,64.219,71.241,0.0,0.0,6.171,6.171,0.0435
4,ミクニインスパイア,2,先行,92.606,7,1.0,3.047,62.769,75.093,0.0,0.0,6.171,6.171,0.0435
7,ファミリータイム,4,先行,92.256,8,3.22,3.397,60.592,73.6,0.0,0.0,6.171,6.171,0.0435
3,シュガークン,2,先行,91.906,9,1.22,3.747,52.467,61.843,0.0,0.0,6.171,6.171,0.0435
18,ミステリーウェイ,8,先行,91.556,10,7.0,4.097,43.76,58.039,0.0,0.0,6.171,6.171,0.0435
1,ダノンデサイル,1,差し,89.092,11,0.22,6.56,79.175,85.766,0.0,0.0,6.171,6.171,0.0435
15,マイユニバース,7,差し,88.405,12,6.22,7.247,70.558,80.631,0.0,0.0,6.171,6.171,0.0435
10,ジューンテイク,5,差し,87.586,13,4.0,8.066,67.114,73.771,0.0,0.0,6.171,6.171,0.0435
13,シェイクユアハート,7,差し,87.187,14,6.22,8.466,67.357,78.592,0.0,0.0,6.171,6.171,0.0435
14,スティンガーグラス,7,差し,86.837,15,6.0,8.816,61.121,77.264,0.0,0.0,6.171,6.171,0.0435
11,シンエンペラー,6,差し,86.371,16,5.22,9.281,54.86,73.209,0.0,0.0,6.171,6.171,0.0435
8,タガノデュード,4,追込,84.247,17,3.0,11.405,71.2,81.806,0.0,0.0,6.171,6.171,0.0435
6,ビザンチンドリーム,3,追込,80.854,18,2.0,14.799,58.422,76.695,0.0,0.0,6.171,6.171,0.0435
16,メイショウタバル,8,逃げ,103.01,1,7.0,0.0,74.557,75.358,0.0,0.0,6.646,6.646,0.0468
12,マイネルエンペラー,6,逃げ,102.533,2,5.0,0.478,52.086,66.306,0.0,0.0,6.646,6.646,0.0468
5,クロワデュノール,3,先行,101.254,3,2.22,1.756,84.154,89.408,0.0,0.0,6.646,6.646,0.0468
2,ミュージアムマイル,1,先行,100.904,4,0.0,2.106,73.195,82.272,0.0,0.0,6.646,6.646,0.0468
17,レガレイラ,8,先行,100.554,5,7.0,2.456,68.507,79.338,0.0,0.0,6.646,6.646,0.0468
9,コスモキュランダ,5,先行,100.106,6,4.22,2.904,64.219,71.241,0.0,0.0,6.646,6.646,0.0468
4,ミクニインスパイア,2,先行,99.756,7,1.0,3.254,62.769,75.093,0.0,0.0,6.646,6.646,0.0468
7,ファミリータイム,4,先行,99.406,8,3.22,3.604,60.592,73.6,0.0,0.0,6.646,6.646,0.0468
3,シュガークン,2,先行,99.056,9,1.22,3.954,52.467,61.843,0.0,0.0,6.646,6.646,0.0468
18,ミステリーウェイ,8,先行,98.706,10,7.0,4.304,43.76,58.039,0.0,0.0,6.646,6.646,0.0468
1,ダノンデサイル,1,差し,95.945,11,0.22,7.065,79.175,85.766,0.0,0.0,6.646,6.646,0.0468
15,マイユニバース,7,差し,95.205,12,6.22,7.805,70.558,80.631,0.0,0.0,6.646,6.646,0.0468
10,ジューンテイク,5,差し,94.324,13,4.0,8.686,67.114,73.771,0.0,0.0,6.646,6.646,0.0468
13,シェイクユアハート,7,差し,93.893,14,6.22,9.117,67.357,78.592,0.0,0.0,6.646,6.646,0.0468
14,スティンガーグラス,7,差し,93.543,15,6.0,9.467,61.121,77.264,0.0,0.0,6.646,6.646,0.0468
11,シンエンペラー,6,差し,93.015,16,5.22,9.995,54.86,73.209,0.0,0.0,6.646,6.646,0.0468
8,タガノデュード,4,追込,90.728,17,3.0,12.283,71.2,81.806,0.0,0.0,6.646,6.646,0.0468
6,ビザンチンドリーム,3,追込,87.073,18,2.0,15.937,58.422,76.695,0.0,0.0,6.646,6.646,0.0468
16,メイショウタバル,8,逃げ,110.368,1,7.0,0.0,74.557,75.358,0.0,0.0,7.121,7.121,0.0502
12,マイネルエンペラー,6,逃げ,109.856,2,5.0,0.512,52.086,66.306,0.0,0.0,7.121,7.121,0.0502
5,クロワデュノール,3,先行,108.487,3,2.22,1.881,84.154,89.408,0.0,0.0,7.121,7.121,0.0502
2,ミュージアムマイル,1,先行,108.137,4,0.0,2.231,73.195,82.272,0.0,0.0,7.121,7.121,0.0502
17,レガレイラ,8,先行,107.744,5,7.0,2.624,68.507,79.338,0.0,0.0,7.121,7.121,0.0502
9,コスモキュランダ,5,先行,107.256,6,4.22,3.112,64.219,71.241,0.0,0.0,7.121,7.121,0.0502
4,ミクニインスパイア,2,先行,106.906,7,1.0,3.462,62.769,75.093,0.0,0.0,7.121,7.121,0.0502
7,ファミリータイム,4,先行,106.556,8,3.22,3.812,60.592,73.6,0.0,0.0,7.121,7.121,0.0502
3,シュガークン,2,先行,106.206,9,1.22,4.162,52.467,61.843,0.0,0.0,7.121,7.121,0.0502
18,ミステリーウェイ,8,先行,105.856,10,7.0,4.512,43.76,58.039,0.0,0.0,7.121,7.121,0.0502
1,ダノンデサイル,1,差し,102.798,11,0.22,7.569,79.175,85.766,0.0,0.0,7.121,7.121,0.0502
15,マイユニバース,7,差し,102.006,12,6.22,8.362,70.558,80.631,0.0,0.0,7.121,7.121,0.0502
10,ジューンテイク,5,差し,101.061,13,4.0,9.307,67.114,73.771,0.0,0.0,7.121,7.121,0.0502
13,シェイクユアハート,7,差し,100.6,14,6.22,9.768,67.357,78.592,0.0,0.0,7.121,7.121,0.0502
14,スティンガーグラス,7,差し,100.25,15,6.0,10.118,61.121,77.264,0.0,0.0,7.121,7.121,0.0502
11,シンエンペラー,6,差し,99.659,16,5.22,10.709,54.86,73.209,0.0,0.0,7.121,7.121,0.0502
8,タガノデュード,4,追込,97.208,17,3.0,13.16,71.2,81.806,0.0,0.0,7.121,7.121,0.0502
6,ビザンチンドリーム,3,追込,93.293,18,2.0,17.075,58.422,76.695,0.0,0.0,7.121,7.121,0.0502
16,メイショウタバル,8,逃げ,117.726,1,7.0,0.0,74.557,75.358,0.0,0.0,7.595,7.595,0.0535
12,マイネルエンペラー,6,逃げ,117.18,2,5.0,0.546,52.086,66.306,0.0,0.0,7.595,7.595,0.0535
5,クロワデュノール,3,先行,115.719,3,2.22,2.007,84.154,89.408,0.0,0.0,7.595,7.595,0.0535
2,ミュージアムマイル,1,先行,115.349,4,0.0,2.377,73.195,82.272,0.0,0.0,7.595,7.595,0.0535
17,レガレイラ,8,先行,114.927,5,7.0,2.799,68.507,79.338,0.0,0.0,7.595,7.595,0.0535
9,コスモキュランダ,5,先行,114.407,6,4.22,3.319,64.219,71.241,0.0,0.0,7.595,7.595,0.0535
4,ミクニインスパイア,2,先行,114.057,7,1.0,3.669,62.769,75.093,0.0,0.0,7.595,7.595,0.0535
7,ファミリータイム,4,先行,113.707,8,3.22,4.019,60.592,73.6,0.0,0.0,7.595,7.595,0.0535
3,シュガークン,2,先行,113.357,9,1.22,4.369,52.467,61.843,0.0,0.0,7.595,7.595,0.0535
18,ミステリーウェイ,8,先行,113.007,10,7.0,4.719,43.76,58.039,0.0,0.0,7.595,7.595,0.0535
1,ダノンデサイル,1,差し,109.652,11,0.22,8.074,79.175,85.766,0.0,0.0,7.595,7.595,0.0535
15,マイユニバース,7,差し,108.806,12,6.22,8.92,70.558,80.631,0.0,0.0,7.595,7.595,0.0535
10,ジューンテイク,5,差し,107.799,13,4.0,9.927,67.114,73.771,0.0,0.0,7.595,7.595,0.0535
13,シェイクユアハート,7,差し,107.307,14,6.22,10.419,67.357,78.592,0.0,0.0,7.595,7.595,0.0535
14,スティンガーグラス,7,差し,106.957,15,6.0,10.769,61.121,77.264,0.0,0.0,7.595,7.595,0.0535
11,シンエンペラー,6,差し,106.303,16,5.22,11.423,54.86,73.209,0.0,0.0,7.595,7.595,0.0535
8,タガノデュード,4,追込,103.689,17,3.0,14.037,71.2,81.806,0.0,0.0,7.595,7.595,0.0535
6,ビザンチンドリーム,3,追込,99.512,18,2.0,18.214,58.422,76.695,0.0,0.0,7.595,7.595,0.0535
16,メイショウタバル,8,逃げ,125.084,1,7.0,0.0,74.557,75.358,0.0,0.0,8.07,8.07,0.0569
12,マイネルエンペラー,6,逃げ,124.504,2,5.0,0.58,52.086,66.306,0.0,0.0,8.07,8.07,0.0569
5,クロワデュノール,3,先行,122.952,3,2.22,2.132,84.154,89.408,0.0,0.0,8.07,8.07,0.0569
2,ミュージアムマイル,1,先行,122.558,4,0.0,2.525,73.195,82.272,0.0,0.0,8.07,8.07,0.0569
17,レガレイラ,8,先行,122.11,5,7.0,2.974,68.507,79.338,0.0,0.0,8.07,8.07,0.0569
9,コスモキュランダ,5,先行,121.557,6,4.22,3.526,64.219,71.241,0.0,0.0,8.07,8.07,0.0569
4,ミクニインスパイア,2,先行,121.207,7,1.0,3.876,62.769,75.093,0.0,0.0,8.07,8.07,0.0569
7,ファミリータイム,4,先行,120.857,8,3.22,4.226,60.592,73.6,0.0,0.0,8.07,8.07,0.0569
3,シュガークン,2,先行,120.507,9,1.22,4.576,52.467,61.843,0.0,0.0,8.07,8.07,0.0569
18,ミステリーウェイ,8,先行,120.157,10,7.0,4.926,43.76,58.039,0.0,0.0,8.07,8.07,0.0569
1,ダノンデサイル,1,差し,116.505,11,0.22,8.579,79.175,85.766,0.0,0.0,8.07,8.07,0.0569
15,マイユニバース,7,差し,115.607,12,6.22,9.477,70.558,80.631,0.0,0.0,8.07,8.07,0.0569
10,ジューンテイク,5,差し,114.536,13,4.0,10.548,67.114,73.771,0.0,0.0,8.07,8.07,0.0569
13,シェイクユアハート,7,差し,114.013,14,6.22,11.07,67.357,78.592,0.0,0.0,8.07,8.07,0.0569
14,スティンガーグラス,7,差し,113.663,15,6.0,11.42,61.121,77.264,0.0,0.0,8.07,8.07,0.0569
11,シンエンペラー,6,差し,112.947,16,5.22,12.137,54.86,73.209,0.0,0.0,8.07,8.07,0.0569
8,タガノデュード,4,追込,110.169,17,3.0,14.914,71.2,81.806,0.0,0.0,8.07,8.07,0.0569
6,ビザンチンドリーム,3,追込,105.732,18,2.0,19.352,58.422,76.695,0.0,0.0,8.07,8.07,0.0569
16,メイショウタバル,8,逃げ,132.441,1,7.0,0.0,74.557,75.358,0.0,0.0,8.545,8.545,0.0602
12,マイネルエンペラー,6,逃げ,131.828,2,5.0,0.614,52.086,66.306,0.0,0.0,8.545,8.545,0.0602
5,クロワデュノール,3,先行,130.184,3,2.22,2.257,84.154,89.408,0.0,0.0,8.545,8.545,0.0602
2,ミュージアムマイル,1,先行,129.768,4,0.0,2.674,73.195,82.272,0.0,0.0,8.545,8.545,0.0602
17,レガレイラ,8,先行,129.293,5,7.0,3.148,68.507,79.338,0.0,0.0,8.545,8.545,0.0602
9,コスモキュランダ,5,先行,128.708,6,4.22,3.734,64.219,71.241,0.0,0.0,8.545,8.545,0.0602
4,ミクニインスパイア,2,先行,128.358,7,1.0,4.084,62.769,75.093,0.0,0.0,8.545,8.545,0.0602
7,ファミリータイム,4,先行,128.008,8,3.22,4.434,60.592,73.6,0.0,0.0,8.545,8.545,0.0602
3,シュガークン,2,先行,127.658,9,1.22,4.784,52.467,61.843,0.0,0.0,8.545,8.545,0.0602
18,ミステリーウェイ,8,先行,127.308,10,7.0,5.134,43.76,58.039,0.0,0.0,8.545,8.545,0.0602
1,ダノンデサイル,1,差し,123.358,11,0.22,9.083,79.175,85.766,0.0,0.0,8.545,8.545,0.0602
15,マイユニバース,7,差し,122.407,12,6.22,10.035,70.558,80.631,0.0,0.0,8.545,8.545,0.0602
10,ジューンテイク,5,差し,121.273,13,4.0,11.168,67.114,73.771,0.0,0.0,8.545,8.545,0.0602
13,シェイクユアハート,7,差し,120.72,14,6.22,11.722,67.357,78.592,0.0,0.0,8.545,8.545,0.0602
14,スティンガーグラス,7,差し,120.37,15,6.0,12.072,61.121,77.264,0.0,0.0,8.545,8.545,0.0602
11,シンエンペラー,6,差し,119.591,16,5.22,12.851,54.86,73.209,0.0,0.0,8.545,8.545,0.0602
8,タガノデュード,4,追込,116.65,17,3.0,15.792,71.2,81.806,0.0,0.0,8.545,8.545,0.0602
6,ビザンチンドリーム,3,追込,111.951,18,2.0,20.49,58.422,76.695,0.0,0.0,8.545,8.545,0.0602
16,メイショウタバル,8,逃げ,139.799,1,7.0,0.0,74.557,75.358,0.0,0.0,9.019,9.019,0.0635
12,マイネルエンペラー,6,逃げ,139.151,2,5.0,0.648,52.086,66.306,0.0,0.0,9.019,9.019,0.0635
5,クロワデュノール,3,先行,137.416,3,2.22,2.383,84.154,89.408,0.0,0.0,9.019,9.019,0.0635
2,ミュージアムマイル,1,先行,136.977,4,0.0,2.822,73.195,82.272,0.0,0.0,9.019,9.019,0.0635
17,レガレイラ,8,先行,136.476,5,7.0,3.323,68.507,79.338,0.0,0.0,9.019,9.019,0.0635
9,コスモキュランダ,5,先行,135.858,6,4.22,3.941,64.219,71.241,0.0,0.0,9.019,9.019,0.0635
4,ミクニインスパイア,2,先行,135.508,7,1.0,4.291,62.769,75.093,0.0,0.0,9.019,9.019,0.0635
7,ファミリータイム,4,先行,135.158,8,3.22,4.641,60.592,73.6,0.0,0.0,9.019,9.019,0.0635
3,シュガークン,2,先行,134.808,9,1.22,4.991,52.467,61.843,0.0,0.0,9.019,9.019,0.0635
18,ミステリーウェイ,8,先行,134.388,10,7.0,5.411,43.76,58.039,0.0,0.0,9.019,9.019,0.0635
1,ダノンデサイル,1,差し,130.211,11,0.22,9.588,79.175,85.766,0.0,0.0,9.019,9.019,0.0635
15,マイユニバース,7,差し,129.207,12,6.22,10.592,70.558,80.631,0.0,0.0,9.019,9.019,0.0635
10,ジューンテイク,5,差し,128.011,13,4.0,11.788,67.114,73.771,0.0,0.0,9.019,9.019,0.0635
13,シェイクユアハート,7,差し,127.426,14,6.22,12.373,67.357,78.592,0.0,0.0,9.019,9.019,0.0635
14,スティンガーグラス,7,差し,127.076,15,6.0,12.723,61.121,77.264,0.0,0.0,9.019,9.019,0.0635
11,シンエンペラー,6,差し,126.235,16,5.22,13.565,54.86,73.209,0.0,0.0,9.019,9.019,0.0635
8,タガノデュード,4,追込,123.13,17,3.0,16.669,71.2,81.806,0.0,0.0,9.019,9.019,0.0635
6,ビザンチンドリーム,3,追込,118.171,18,2.0,21.629,58.422,76.695,0.0,0.0,9.019,9.019,0.0635
16,メイショウタバル,8,逃げ,147.157,1,7.0,0.0,74.557,75.358,0.0,0.0,9.494,9.494,0.0669
12,マイネルエンペラー,6,逃げ,146.475,2,5.0,0.682,52.086,66.306,0.0,0.0,9.494,9.494,0.0669
5,クロワデュノール,3,先行,144.649,3,2.22,2.508,84.154,89.408,0.0,0.0,9.494,9.494,0.0669
2,ミュージアムマイル,1,先行,144.186,4,0.0,2.971,73.195,82.272,0.0,0.0,9.494,9.494,0.0669
17,レガレイラ,8,先行,143.659,5,7.0,3.498,68.507,79.338,0.0,0.0,9.494,9.494,0.0669
9,コスモキュランダ,5,先行,143.009,6,4.22,4.149,64.219,71.241,0.0,0.0,9.494,9.494,0.0669
4,ミクニインスパイア,2,先行,142.659,7,1.0,4.499,62.769,75.093,0.0,0.0,9.494,9.494,0.0669
7,ファミリータイム,4,先行,142.309,8,3.22,4.849,60.592,73.6,0.0,0.0,9.494,9.494,0.0669
3,シュガークン,2,先行,141.959,9,1.22,5.199,52.467,61.843,0.0,0.0,9.494,9.494,0.0669
18,ミステリーウェイ,8,先行,141.461,10,7.0,5.696,43.76,58.039,0.0,0.0,9.494,9.494,0.0669
1,ダノンデサイル,1,差し,137.065,11,0.22,10.093,79.175,85.766,0.0,0.0,9.494,9.494,0.0669
15,マイユニバース,7,差し,136.008,12,6.22,11.149,70.558,80.631,0.0,0.0,9.494,9.494,0.0669
10,ジューンテイク,5,差し,134.748,13,4.0,12.409,67.114,73.771,0.0,0.0,9.494,9.494,0.0669
13,シェイクユアハート,7,差し,134.133,14,6.22,13.024,67.357,78.592,0.0,0.0,9.494,9.494,0.0669
14,スティンガーグラス,7,差し,133.783,15,6.0,13.374,61.121,77.264,0.0,0.0,9.494,9.494,0.0669
11,シンエンペラー,6,差し,132.878,16,5.22,14.279,54.86,73.209,0.0,0.0,9.494,9.494,0.0669
8,タガノデュード,4,追込,129.611,17,3.0,17.546,71.2,81.806,0.0,0.0,9.494,9.494,0.0669
6,ビザンチンドリーム,3,追込,124.39,18,2.0,22.767,58.422,76.695,0.0,0.0,9.494,9.494,0.0669
16,メイショウタバル,8,逃げ,154.515,1,7.0,0.0,74.557,75.358,0.0,0.0,9.969,9.969,0.0702
12,マイネルエンペラー,6,逃げ,153.799,2,5.0,0.716,52.086,66.306,0.0,0.0,9.969,9.969,0.0702
5,クロワデュノール,3,先行,151.881,3,2.22,2.634,84.154,89.408,0.0,0.0,9.969,9.969,0.0702
2,ミュージアムマイル,1,先行,151.396,4,0.0,3.119,73.195,82.272,0.0,0.0,9.969,9.969,0.0702
17,レガレイラ,8,先行,150.842,5,7.0,3.673,68.507,79.338,0.0,0.0,9.969,9.969,0.0702
9,コスモキュランダ,5,先行,150.159,6,4.22,4.356,64.219,71.241,0.0,0.0,9.969,9.969,0.0702
4,ミクニインスパイア,2,先行,149.809,7,1.0,4.706,62.769,75.093,0.0,0.0,9.969,9.969,0.0702
7,ファミリータイム,4,先行,149.459,8,3.22,5.056,60.592,73.6,0.0,0.0,9.969,9.969,0.0702
3,シュガークン,2,先行,149.109,9,1.22,5.406,52.467,61.843,0.0,0.0,9.969,9.969,0.0702
18,ミステリーウェイ,8,先行,148.534,10,7.0,5.981,43.76,58.039,0.0,0.0,9.969,9.969,0.0702
1,ダノンデサイル,1,差し,143.918,11,0.22,10.597,79.175,85.766,0.0,0.0,9.969,9.969,0.0702
15,マイユニバース,7,差し,142.808,12,6.22,11.707,70.558,80.631,0.0,0.0,9.969,9.969,0.0702
10,ジューンテイク,5,差し,141.486,13,4.0,13.029,67.114,73.771,0.0,0.0,9.969,9.969,0.0702
13,シェイクユアハート,7,差し,140.84,14,6.22,13.675,67.357,78.592,0.0,0.0,9.969,9.969,0.0702
14,スティンガーグラス,7,差し,140.49,15,6.0,14.025,61.121,77.264,0.0,0.0,9.969,9.969,0.0702
11,シンエンペラー,6,差し,139.522,16,5.22,14.993,54.86,73.209,0.0,0.0,9.969,9.969,0.0702
8,タガノデュード,4,追込,136.091,17,3.0,18.424,71.2,81.806,0.0,0.0,9.969,9.969,0.0702
6,ビザンチンドリーム,3,追込,130.61,18,2.0,23.905,58.422,76.695,0.0,0.0,9.969,9.969,0.0702
16,メイショウタバル,8,逃げ,161.873,1,7.0,0.0,74.557,75.358,0.0,0.0,10.443,10.443,0.0736
12,マイネルエンペラー,6,逃げ,161.123,2,5.0,0.75,52.086,66.306,0.0,0.0,10.443,10.443,0.0736
5,クロワデュノール,3,先行,159.114,3,2.22,2.759,84.154,89.408,0.0,0.0,10.443,10.443,0.0736
2,ミュージアムマイル,1,先行,158.605,4,0.0,3.268,73.195,82.272,0.0,0.0,10.443,10.443,0.0736
17,レガレイラ,8,先行,158.025,5,7.0,3.848,68.507,79.338,0.0,0.0,10.443,10.443,0.0736
9,コスモキュランダ,5,先行,157.309,6,4.22,4.564,64.219,71.241,0.0,0.0,10.443,10.443,0.0736
4,ミクニインスパイア,2,先行,156.959,7,1.0,4.914,62.769,75.093,0.0,0.0,10.443,10.443,0.0736
7,ファミリータイム,4,先行,156.609,8,3.22,5.264,60.592,73.6,0.0,0.0,10.443,10.443,0.0736
3,シュガークン,2,先行,156.259,9,1.22,5.614,52.467,61.843,0.0,0.0,10.443,10.443,0.0736
18,ミステリーウェイ,8,先行,155.607,10,7.0,6.266,43.76,58.039,0.0,0.0,10.443,10.443,0.0736
1,ダノンデサイル,1,差し,150.771,11,0.22,11.102,79.175,85.766,0.0,0.0,10.443,10.443,0.0736
15,マイユニバース,7,差し,149.608,12,6.22,12.264,70.558,80.631,0.0,0.0,10.443,10.443,0.0736
10,ジューンテイク,5,差し,148.223,13,4.0,13.65,67.114,73.771,0.0,0.0,10.443,10.443,0.0736
13,シェイクユアハート,7,差し,147.546,14,6.22,14.326,67.357,78.592,0.0,0.0,10.443,10.443,0.0736
14,スティンガーグラス,7,差し,147.196,15,6.0,14.676,61.121,77.264,0.0,0.0,10.443,10.443,0.0736
11,シンエンペラー,6,差し,146.166,16,5.22,15.707,54.86,73.209,0.0,0.0,10.443,10.443,0.0736
8,タガノデュード,4,追込,142.572,17,3.0,19.301,71.2,81.806,0.0,0.0,10.443,10.443,0.0736
6,ビザンチンドリーム,3,追込,136.829,18,2.0,25.044,58.422,76.695,0.0,0.0,10.443,10.443,0.0736
16,メイショウタバル,8,逃げ,169.231,1,7.0,0.0,74.557,75.358,0.0,0.0,10.918,10.918,0.0769
12,マイネルエンペラー,6,逃げ,168.446,2,5.0,0.784,52.086,66.306,0.0,0.0,10.918,10.918,0.0769
5,クロワデュノール,3,先行,166.346,3,2.22,2.885,84.154,89.408,0.0,0.0,10.918,10.918,0.0769
2,ミュージアムマイル,1,先行,165.814,4,0.0,3.416,73.195,82.272,0.0,0.0,10.918,10.918,0.0769
17,レガレイラ,8,先行,165.208,5,7.0,4.023,68.507,79.338,0.0,0.0,10.918,10.918,0.0769
9,コスモキュランダ,5,先行,164.46,6,4.22,4.771,64.219,71.241,0.0,0.0,10.918,10.918,0.0769
4,ミクニインスパイア,2,先行,164.11,7,1.0,5.121,62.769,75.093,0.0,0.0,10.918,10.918,0.0769
7,ファミリータイム,4,先行,163.76,8,3.22,5.471,60.592,73.6,0.0,0.0,10.918,10.918,0.0769
3,シュガークン,2,先行,163.387,9,1.22,5.844,52.467,61.843,0.0,0.0,10.918,10.918,0.0769
18,ミステリーウェイ,8,先行,162.68,10,7.0,6.551,43.76,58.039,0.0,0.0,10.918,10.918,0.0769
1,ダノンデサイル,1,差し,157.624,11,0.22,11.606,79.175,85.766,0.0,0.0,10.918,10.918,0.0769
15,マイユニバース,7,差し,156.409,12,6.22,12.822,70.558,80.631,0.0,0.0,10.918,10.918,0.0769
10,ジューンテイク,5,差し,154.961,13,4.0,14.27,67.114,73.771,0.0,0.0,10.918,10.918,0.0769
13,シェイクユアハート,7,差し,154.253,14,6.22,14.978,67.357,78.592,0.0,0.0,10.918,10.918,0.0769
14,スティンガーグラス,7,差し,153.903,15,6.0,15.328,61.121,77.264,0.0,0.0,10.918,10.918,0.0769
11,シンエンペラー,6,差し,152.81,16,5.22,16.421,54.86,73.209,0.0,0.0,10.918,10.918,0.0769
8,タガノデュード,4,追込,149.052,17,3.0,20.178,71.2,81.806,0.0,0.0,10.918,10.918,0.0769
6,ビザンチンドリーム,3,追込,143.049,18,2.0,26.182,58.422,76.695,0.0,0.0,10.918,10.918,0.0769
16,メイショウタバル,8,逃げ,176.589,1,7.0,0.0,74.557,75.358,0.0,0.0,11.393,11.393,0.0803
12,マイネルエンペラー,6,逃げ,175.77,2,5.0,0.819,52.086,66.306,0.0,0.0,11.393,11.393,0.0803
5,クロワデュノール,3,先行,173.579,3,2.22,3.01,84.154,89.408,0.0,0.0,11.393,11.393,0.0803
2,ミュージアムマイル,1,先行,173.024,4,0.0,3.565,73.195,82.272,0.0,0.0,11.393,11.393,0.0803
17,レガレイラ,8,先行,172.391,5,7.0,4.198,68.507,79.338,0.0,0.0,11.393,11.393,0.0803
9,コスモキュランダ,5,先行,171.61,6,4.22,4.978,64.219,71.241,0.0,0.0,11.393,11.393,0.0803
4,ミクニインスパイア,2,先行,171.26,7,1.0,5.328,62.769,75.093,0.0,0.0,11.393,11.393,0.0803
7,ファミリータイム,4,先行,170.91,8,3.22,5.678,60.592,73.6,0.0,0.0,11.393,11.393,0.0803
3,シュガークン,2,先行,170.491,9,1.22,6.098,52.467,61.843,0.0,0.0,11.393,11.393,0.0803
18,ミステリーウェイ,8,先行,169.753,10,7.0,6.836,43.76,58.039,0.0,0.0,11.393,11.393,0.0803
1,ダノンデサイル,1,差し,164.478,11,0.22,12.111,79.175,85.766,0.0,0.0,11.393,11.393,0.0803
15,マイユニバース,7,差し,163.209,12,6.22,13.379,70.558,80.631,0.0,0.0,11.393,11.393,0.0803
10,ジューンテイク,5,差し,161.698,13,4.0,14.891,67.114,73.771,0.0,0.0,11.393,11.393,0.0803
13,シェイクユアハート,7,差し,160.96,14,6.22,15.629,67.357,78.592,0.0,0.0,11.393,11.393,0.0803
14,スティンガーグラス,7,差し,160.61,15,6.0,15.979,61.121,77.264,0.0,0.0,11.393,11.393,0.0803
11,シンエンペラー,6,差し,159.454,16,5.22,17.134,54.86,73.209,0.0,0.0,11.393,11.393,0.0803
8,タガノデュード,4,追込,155.533,17,3.0,21.056,71.2,81.806,0.0,0.0,11.393,11.393,0.0803
6,ビザンチンドリーム,3,追込,149.268,18,2.0,27.32,58.422,76.695,0.0,0.0,11.393,11.393,0.0803
16,メイショウタバル,8,逃げ,183.946,1,7.0,0.0,74.557,75.358,0.0,0.0,11.868,11.868,0.0836
12,マイネルエンペラー,6,逃げ,183.094,2,5.0,0.853,52.086,66.306,0.0,0.0,11.868,11.868,0.0836
5,クロワデュノール,3,先行,180.811,3,2.22,3.135,84.154,89.408,0.0,0.0,11.868,11.868,0.0836
2,ミュージアムマイル,1,先行,180.233,4,0.0,3.713,73.195,82.272,0.0,0.0,11.868,11.868,0.0836
17,レガレイラ,8,先行,179.574,5,7.0,4.373,68.507,79.338,0.0,0.0,11.868,11.868,0.0836
9,コスモキュランダ,5,先行,178.761,6,4.22,5.186,64.219,71.241,0.0,0.0,11.868,11.868,0.0836
4,ミクニインスパイア,2,先行,178.411,7,1.0,5.536,62.769,75.093,0.0,0.0,11.868,11.868,0.0836
7,ファミリータイム,4,先行,178.061,8,3.22,5.886,60.592,73.6,0.0,0.0,11.868,11.868,0.0836
3,シュガークン,2,先行,177.594,9,1.22,6.352,52.467,61.843,0.0,0.0,11.868,11.868,0.0836
18,ミステリーウェイ,8,先行,176.826,10,7.0,7.12,43.76,58.039,0.0,0.0,11.868,11.868,0.0836
1,ダノンデサイル,1,差し,171.331,11,0.22,12.616,79.175,85.766,0.0,0.0,11.868,11.868,0.0836
15,マイユニバース,7,差し,170.01,12,6.22,13.937,70.558,80.631,0.0,0.0,11.868,11.868,0.0836
10,ジューンテイク,5,差し,168.435,13,4.0,15.511,67.114,73.771,0.0,0.0,11.868,11.868,0.0836
13,シェイクユアハート,7,差し,167.666,14,6.22,16.28,67.357,78.592,0.0,0.0,11.868,11.868,0.0836
14,スティンガーグラス,7,差し,167.316,15,6.0,16.63,61.121,77.264,0.0,0.0,11.868,11.868,0.0836
11,シンエンペラー,6,差し,166.098,16,5.22,17.848,54.86,73.209,0.0,0.0,11.868,11.868,0.0836
8,タガノデュード,4,追込,162.013,17,3.0,21.933,71.2,81.806,0.0,0.0,11.868,11.868,0.0836
